data,anno,id_pratica,id_cliente,filiale,filiale_brand_prevalente,venditore,venditore_brand_prevalente,categoria_prodotto,data_prima_immatricolazione,anzianita_mesi,km_attuali,canale,giacenza_giorni,giacenza_fascia,over150_flag,fascia_prezzo,sconto_applicato_eur,marca,modello,importo_fattura,finanziamento,tipo_prodotto_fi,istituto_finanziario,durata_mesi,importo_finanziato,tipo_cliente,pacchetto_assicurativo,estensione_garanzia,margine_servizi_eur,margine_ferro_eur,margine_totale_eur
2024-01-29,2024,PR-24-19869,CL-24-119869,Filiale 2,BMW,VEND_Filiale2_03,BMW,USATO,2022-11-05,14,24186,Lead,34,1-90,NO,<=60000,243,BMW,Serie 2,33137,NO,,,,0,Privato,NO,SI,1354,2659,4013
2024-11-28,2024,PR-24-19870,CL-24-119870,Filiale 1,BMW,VEND_Filiale1_05,BMW,NUOVO,2024-11-15,0,146,Showroom,9,1-90,NO,<=60000,495,BMW,Serie 1,30182,SI,LEASING,FIN_LEASE_GROUP,36.0,22646,Privato,NO,SI,1642,1544,3186
2025-05-31,2025,PR-25-24429,CL-25-124429,Filiale 4,Mercedes,VEND_Filiale4_02,Mercedes,KM0,2025-04-23,1,1425,Showroom,74,1-90,NO,>60000,2663,Mercedes,GLC,84150,NO,,,,0,Azienda,NO,NO,0,379,379
2024-04-18,2024,PR-24-19871,CL-24-119871,Filiale 7,KIA,VEND_Filiale7_01,KIA,KM0,2024-02-09,2,3158,Showroom,29,1-90,NO,<=60000,286,KIA,Sorento,20211,SI,FINANZIAMENTO,FIN_AUTO_ONE,24.0,15211,Privato,NO,NO,642,1055,1697
2024-10-01,2024,PR-24-19872,CL-24-119872,Filiale 8,KIA,VEND_Filiale8_01,KIA,NUOVO,2024-09-29,0,36,Showroom,59,1-90,NO,>60000,357,KIA,Ceed,63874,NO,,,,0,Azienda,NO,SI,895,2731,3626
2025-09-22,2025,PR-25-24430,CL-25-124430,Filiale 6,MINI,VEND_Filiale6_03,MINI,NUOVO,2025-08-15,1,184,Showroom,34,1-90,NO,<=60000,351,MINI,Clubman,45853,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,36206,Privato,SI,NO,1940,2143,4083
2025-08-05,2025,PR-25-24431,CL-25-124431,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,USATO,2024-06-10,13,10000,Showroom,37,1-90,NO,<=60000,476,Hyundai,i20,42558,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,24635,Privato,SI,NO,2393,2295,4688
2024-06-01,2024,PR-24-19873,CL-24-119873,Filiale 1,BMW,VEND_Filiale1_02,BMW,KM0,2024-03-15,2,2063,Remarketing,51,1-90,NO,<=60000,1077,BMW,X3,33731,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,26981,Privato,SI,SI,2927,1232,4159
2025-03-28,2025,PR-25-24432,CL-25-124432,Filiale 7,KIA,VEND_Filiale7_02,KIA,USATO,2023-05-29,21,10000,Showroom,14,1-90,NO,<=60000,435,KIA,Sorento,35562,NO,,,,0,Privato,SI,SI,2531,2183,4714
2024-09-19,2024,PR-24-19874,CL-24-119874,Filiale 2,BMW,VEND_Filiale2_06,Mercedes,NUOVO,2024-09-02,0,135,Showroom,21,1-90,NO,<=60000,77,Mercedes,Classe C,47915,SI,LEASING,FIN_LEASE_GROUP,48.0,26418,Privato,SI,NO,1447,2546,3993
2024-11-08,2024,PR-24-19875,CL-24-119875,Filiale 2,BMW,VEND_Filiale2_04,BMW,NUOVO,2024-10-20,0,92,B2B,40,1-90,NO,>60000,569,BMW,X5,73743,SI,FINANZIAMENTO,FIN_AUTO_ONE,72.0,42857,Privato,NO,SI,1208,4654,5862
2025-03-18,2025,PR-25-24433,CL-25-124433,Filiale 4,Mercedes,VEND_Filiale4_04,Mercedes,USATO,2023-02-11,24,33704,Lead,168,>=150,SI,>60000,3257,Mercedes,Classe B,83392,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,74888,Privato,SI,NO,1724,2666,4390
2025-08-25,2025,PR-25-24434,CL-25-124434,Filiale 10,Hyundai,VEND_Filiale10_02,MINI,USATO,2020-07-18,60,86446,Remarketing,31,1-90,NO,<=60000,482,Hyundai,Kona,22239,NO,,,,0,Privato,SI,NO,1417,1581,2998
2025-05-14,2025,PR-25-24435,CL-25-124435,Filiale 3,Mercedes,VEND_Filiale3_02,Mercedes,NUOVO,2025-04-04,1,186,Web,37,1-90,NO,>60000,601,Mercedes,GLE,74563,NO,,,,0,Privato,NO,NO,70,4428,4498
2024-11-11,2024,PR-24-19876,CL-24-119876,Filiale 7,KIA,VEND_Filiale7_03,KIA,NUOVO,2024-10-13,0,112,Showroom,56,1-90,NO,<=60000,817,KIA,Sportage,49203,SI,LEASING,FIN_LEASE_GROUP,60.0,39825,Privato,SI,NO,1867,2759,4626
2025-09-06,2025,PR-25-24436,CL-25-124436,Filiale 2,BMW,VEND_Filiale2_02,BMW,NUOVO,2025-08-26,0,175,Lead,25,1-90,NO,>60000,1357,BMW,Serie 1,61859,NO,,,,0,Privato,SI,NO,1357,2143,3500
2024-12-16,2024,PR-24-19877,CL-24-119877,Filiale 2,BMW,VEND_Filiale2_01,BMW,NUOVO,2024-11-14,1,92,Showroom,17,1-90,NO,<=60000,288,MINI,Cooper S,29158,NO,,,,0,Privato,NO,NO,9,1444,1453
2025-01-14,2025,PR-25-24437,CL-25-124437,Filiale 8,KIA,VEND_Filiale8_02,KIA,USATO,2024-03-02,10,36651,Lead,81,1-90,NO,<=60000,895,KIA,Niro,52729,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,40640,Azienda,NO,SI,1251,3594,4845
2025-09-01,2025,PR-25-24438,CL-25-124438,Filiale 1,BMW,VEND_Filiale1_01,BMW,NUOVO,2025-08-29,0,116,Web,27,1-90,NO,>60000,326,BMW,Serie 3,85426,NO,,,,0,Privato,SI,SI,1339,4542,5881
2025-11-25,2025,PR-25-24439,CL-25-124439,Filiale 6,MINI,VEND_Filiale6_02,MINI,NUOVO,2025-11-11,0,84,B2B,5,1-90,NO,<=60000,348,MINI,Cooper S,42859,NO,,,,0,Privato,NO,NO,26,2721,2747
2024-01-01,2024,PR-24-19878,CL-24-119878,Filiale 6,MINI,VEND_Filiale6_01,MINI,USATO,2013-06-24,125,144721,Remarketing,81,1-90,NO,<=60000,169,MINI,Cooper,26515,SI,FINANZIAMENTO,FIN_AUTO_ONE,24.0,15353,Privato,SI,SI,3025,3223,6248
2024-05-04,2024,PR-24-19879,CL-24-119879,Filiale 5,MINI,VEND_Filiale5_03,MINI,NUOVO,2024-03-13,1,175,Lead,32,1-90,NO,<=60000,119,MINI,Cooper SE,30475,SI,MAXIRATA,FIN_AUTO_ONE,48.0,23717,Azienda,SI,SI,2703,2333,5036
2024-09-27,2024,PR-24-19880,CL-24-119880,Filiale 1,BMW,VEND_Filiale1_02,BMW,USATO,2014-02-20,126,153217,Showroom,111,90-150,NO,>60000,4210,BMW,Serie 2,61362,NO,,,,0,Privato,SI,NO,1447,2297,3744
2025-08-06,2025,PR-25-24440,CL-25-124440,Filiale 3,Mercedes,VEND_Filiale3_03,Mercedes,NUOVO,2025-06-24,1,125,B2B,28,1-90,NO,>60000,1194,Mercedes,GLC,62716,SI,MAXIRATA,FIN_AUTO_ONE,36.0,49594,Privato,SI,NO,1878,3609,5487
2025-05-06,2025,PR-25-24441,CL-25-124441,Filiale 3,Mercedes,VEND_Filiale3_03,Mercedes,USATO,2023-12-28,15,29045,Showroom,57,1-90,NO,<=60000,939,Mercedes,Classe C,39769,NO,,,,0,Azienda,NO,SI,1023,3501,4524
2024-06-08,2024,PR-24-19881,CL-24-119881,Filiale 3,Mercedes,VEND_Filiale3_01,Mercedes,NUOVO,2024-05-06,1,98,Showroom,57,1-90,NO,>60000,1032,Mercedes,GLE,72492,SI,RENTING,FIN_MOBILITY,60.0,50196,Privato,SI,NO,1421,1695,3116
2025-05-06,2025,PR-25-24442,CL-25-124442,Filiale 5,MINI,VEND_Filiale5_04,Hyundai,USATO,2019-02-08,74,82560,Showroom,84,1-90,NO,<=60000,671,Hyundai,i30,28432,NO,,,,0,Privato,NO,SI,857,2303,3160
2024-01-15,2024,PR-24-19882,CL-24-119882,Filiale 5,MINI,VEND_Filiale5_04,Hyundai,KM0,2023-11-07,2,1475,Showroom,46,1-90,NO,<=60000,162,Hyundai,Kona,21119,NO,,,,0,Privato,NO,SI,660,926,1586
2025-02-17,2025,PR-25-24443,CL-25-124443,Filiale 1,BMW,VEND_Filiale1_07,MINI,USATO,2017-11-25,86,94165,Showroom,76,1-90,NO,<=60000,797,MINI,Cooper SE,47337,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,36.0,30754,Privato,SI,SI,2128,2655,4783
2025-06-05,2025,PR-25-24444,CL-25-124444,Filiale 6,MINI,VEND_Filiale6_04,Mercedes,NUOVO,2025-04-28,1,106,Showroom,16,1-90,NO,<=60000,914,Mercedes,GLA,54913,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,45324,Privato,SI,SI,2275,1260,3535
2025-03-29,2025,PR-25-24445,CL-25-124445,Filiale 2,BMW,VEND_Filiale2_01,BMW,NUOVO,2025-03-18,0,95,B2B,33,1-90,NO,>60000,156,BMW,Serie 3,87728,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,76157,Azienda,SI,NO,1093,4456,5549
2024-11-30,2024,PR-24-19883,CL-24-119883,Filiale 5,MINI,VEND_Filiale5_01,MINI,NUOVO,2024-11-23,0,194,Web,32,1-90,NO,<=60000,192,MINI,Countryman,24692,NO,,,,0,Privato,NO,NO,0,786,786
2025-06-19,2025,PR-25-24446,CL-25-124446,Filiale 4,Mercedes,VEND_Filiale4_02,Mercedes,USATO,2017-08-31,93,164887,Web,221,>=150,SI,<=60000,3741,Mercedes,GLC,39657,NO,,,,0,Privato,NO,NO,9,200,209
2025-11-16,2025,PR-25-24447,CL-25-124447,Filiale 2,BMW,VEND_Filiale2_02,BMW,NUOVO,2025-10-06,1,99,Lead,44,1-90,NO,>60000,1060,BMW,Serie 1,84770,NO,,,,0,Privato,SI,SI,1717,4389,6106
2024-12-24,2024,PR-24-19884,CL-24-119884,Filiale 2,BMW,VEND_Filiale2_01,BMW,NUOVO,2024-12-12,0,104,Showroom,16,1-90,NO,>60000,826,BMW,X5,77258,NO,,,,0,Privato,NO,SI,955,4701,5656
2024-05-10,2024,PR-24-19885,CL-24-119885,Filiale 1,BMW,VEND_Filiale1_05,BMW,NUOVO,2024-05-08,0,145,Lead,4,1-90,NO,<=60000,369,BMW,X5,57073,SI,LEASING,FIN_LEASE_GROUP,60.0,39977,Azienda,SI,NO,1154,2384,3538
2024-06-19,2024,PR-24-19886,CL-24-119886,Filiale 7,KIA,VEND_Filiale7_03,KIA,USATO,2021-01-07,41,56677,Web,98,90-150,NO,>60000,5225,BMW,X1,67602,NO,,,,0,Privato,NO,NO,1,2174,2175
2024-09-28,2024,PR-24-19887,CL-24-119887,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,NUOVO,2024-09-15,0,196,Showroom,4,1-90,NO,>60000,694,Hyundai,Santa Fe,61427,SI,RENTING,FIN_MOBILITY,48.0,50363,Privato,NO,SI,1475,2292,3767
2024-06-14,2024,PR-24-19888,CL-24-119888,Filiale 9,Hyundai,VEND_Filiale9_03,KIA,NUOVO,2024-05-21,0,150,Showroom,32,1-90,NO,<=60000,436,KIA,Sportage,28098,SI,FINANZIAMENTO,FIN_AUTO_ONE,36.0,22239,Azienda,NO,NO,301,1724,2025
2025-01-13,2025,PR-25-24448,CL-25-124448,Filiale 2,BMW,VEND_Filiale2_06,Mercedes,KM0,2024-12-01,1,1880,Web,45,1-90,NO,>60000,1207,Mercedes,GLA,101027,SI,RENTING,FIN_MOBILITY,60.0,79710,Azienda,NO,NO,583,5329,5912
2024-04-06,2024,PR-24-19889,CL-24-119889,Filiale 2,BMW,VEND_Filiale2_07,Hyundai,USATO,2023-04-14,11,10000,Web,147,90-150,NO,<=60000,1401,BMW,Serie 3,44408,NO,,,,0,Privato,NO,NO,41,2366,2407
2024-05-30,2024,PR-24-19890,CL-24-119890,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,USATO,2020-06-21,46,50793,Showroom,225,>=150,SI,<=60000,2837,Hyundai,Kona,50192,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,60.0,31650,Azienda,SI,SI,2692,2865,5557
2024-06-05,2024,PR-24-19891,CL-24-119891,Filiale 1,BMW,VEND_Filiale1_05,BMW,NUOVO,2024-05-12,0,199,Showroom,14,1-90,NO,<=60000,414,BMW,Serie 1,49807,SI,MAXIRATA,FIN_AUTO_ONE,36.0,41791,Privato,NO,SI,1824,2549,4373
2024-12-01,2024,PR-24-19892,CL-24-119892,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,NUOVO,2024-11-01,0,67,Web,29,1-90,NO,<=60000,728,Hyundai,i20,44166,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,31934,Privato,NO,NO,734,2700,3434
2025-07-01,2025,PR-25-24449,CL-25-124449,Filiale 2,BMW,VEND_Filiale2_03,BMW,NUOVO,2025-06-20,0,44,Showroom,28,1-90,NO,>60000,913,BMW,Serie 1,64268,SI,FINANZIAMENTO,FIN_AUTO_ONE,36.0,53564,Privato,SI,SI,2683,3019,5702
2025-07-12,2025,PR-25-24450,CL-25-124450,Filiale 1,BMW,VEND_Filiale1_03,BMW,KM0,2025-04-25,2,1058,B2B,54,1-90,NO,>60000,1906,BMW,Serie 1,66765,SI,LEASING,FIN_LEASE_GROUP,48.0,38419,Azienda,SI,NO,1431,1088,2519
2024-03-19,2024,PR-24-19893,CL-24-119893,Filiale 3,Mercedes,VEND_Filiale3_06,MINI,KM0,2024-02-13,1,1353,Remarketing,16,1-90,NO,<=60000,507,MINI,Cooper S,42525,SI,RENTING,FIN_MOBILITY,36.0,34595,Privato,NO,NO,662,1630,2292
2025-07-03,2025,PR-25-24451,CL-25-124451,Filiale 7,KIA,VEND_Filiale7_04,Hyundai,NUOVO,2025-07-02,0,145,Showroom,15,1-90,NO,>60000,293,Mercedes,GLA,81160,NO,,,,0,Privato,SI,NO,703,4514,5217
2025-01-11,2025,PR-25-24452,CL-25-124452,Filiale 6,MINI,VEND_Filiale6_01,MINI,USATO,2017-10-21,86,91486,Remarketing,76,1-90,NO,<=60000,724,KIA,Niro,43023,NO,,,,0,Azienda,SI,NO,1348,2808,4156
2025-06-28,2025,PR-25-24453,CL-25-124453,Filiale 2,BMW,VEND_Filiale2_01,BMW,NUOVO,2025-05-15,1,192,Showroom,42,1-90,NO,>60000,446,BMW,X5,79391,NO,,,,0,Azienda,SI,NO,1422,4002,5424
2025-09-22,2025,PR-25-24454,CL-25-124454,Filiale 4,Mercedes,VEND_Filiale4_04,Mercedes,NUOVO,2025-09-01,0,0,Showroom,34,1-90,NO,>60000,1474,Mercedes,Classe C,92248,SI,RENTING,FIN_MOBILITY,60.0,77495,Azienda,SI,SI,2115,3240,5355
2024-05-03,2024,PR-24-19894,CL-24-119894,Filiale 4,Mercedes,VEND_Filiale4_04,Mercedes,KM0,2024-01-24,3,1727,Remarketing,106,90-150,NO,<=60000,820,Mercedes,GLA,32088,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,36.0,21632,Privato,SI,NO,1439,1221,2660
2024-03-03,2024,PR-24-19895,CL-24-119895,Filiale 5,MINI,VEND_Filiale5_01,MINI,NUOVO,2024-03-03,0,65,Showroom,21,1-90,NO,<=60000,278,MINI,Cooper,34744,NO,,,,0,Privato,NO,NO,52,1370,1422
2024-06-06,2024,PR-24-19896,CL-24-119896,Filiale 8,KIA,VEND_Filiale8_03,KIA,NUOVO,2024-05-09,0,7,Lead,37,1-90,NO,<=60000,125,KIA,Sorento,29138,SI,MAXIRATA,FIN_AUTO_ONE,36.0,17488,Privato,SI,SI,3257,1582,4839
2025-03-10,2025,PR-25-24455,CL-25-124455,Filiale 1,BMW,VEND_Filiale1_02,BMW,USATO,2021-05-04,46,55632,B2B,80,1-90,NO,<=60000,573,BMW,X1,37373,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,21134,Privato,SI,NO,2185,1727,3912
2024-09-04,2024,PR-24-19897,CL-24-119897,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,NUOVO,2024-07-30,1,5,Showroom,38,1-90,NO,<=60000,472,Hyundai,i30,34409,NO,,,,0,Privato,NO,NO,46,1018,1064
2025-08-10,2025,PR-25-24456,CL-25-124456,Filiale 2,BMW,VEND_Filiale2_02,BMW,KM0,2025-07-01,1,1326,Web,29,1-90,NO,<=60000,1301,BMW,X1,46842,SI,FINANZIAMENTO,FIN_AUTO_ONE,72.0,34578,Privato,SI,SI,3512,612,4124
2024-06-19,2024,PR-24-19898,CL-24-119898,Filiale 1,BMW,VEND_Filiale1_01,BMW,USATO,2019-11-27,54,68236,Showroom,15,1-90,NO,<=60000,795,BMW,Serie 2,58865,NO,,,,0,Privato,NO,SI,1112,4544,5656
2024-03-24,2024,PR-24-19899,CL-24-119899,Filiale 6,MINI,VEND_Filiale6_04,Mercedes,NUOVO,2024-03-01,0,119,B2B,27,1-90,NO,>60000,571,Mercedes,Classe A,108056,SI,RENTING,FIN_MOBILITY,36.0,61091,Privato,SI,SI,2098,4361,6459
2024-03-12,2024,PR-24-19900,CL-24-119900,Filiale 7,KIA,VEND_Filiale7_02,KIA,USATO,2016-11-17,87,78206,Web,10,1-90,NO,<=60000,399,KIA,Niro,27196,NO,,,,0,Privato,SI,SI,1827,1662,3489
2025-06-27,2025,PR-25-24457,CL-25-124457,Filiale 4,Mercedes,VEND_Filiale4_03,Mercedes,NUOVO,2025-05-08,1,140,Showroom,7,1-90,NO,<=60000,131,Hyundai,Kona,33705,SI,MAXIRATA,FIN_AUTO_ONE,48.0,29604,Privato,SI,SI,1540,1720,3260
2025-08-18,2025,PR-25-24458,CL-25-124458,Filiale 3,Mercedes,VEND_Filiale3_01,Mercedes,KM0,2025-05-13,3,2535,Lead,55,1-90,NO,>60000,1474,Mercedes,GLC,60567,SI,RENTING,FIN_MOBILITY,60.0,50438,Azienda,NO,SI,1899,1884,3783
2024-06-26,2024,PR-24-19901,CL-24-119901,Filiale 4,Mercedes,VEND_Filiale4_03,Mercedes,NUOVO,2024-06-18,0,154,Remarketing,15,1-90,NO,<=60000,278,Mercedes,GLA,39632,SI,FINANZIAMENTO,FIN_AUTO_ONE,24.0,26455,Privato,NO,NO,725,2673,3398
2025-02-21,2025,PR-25-24459,CL-25-124459,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,NUOVO,2025-02-02,0,127,Lead,26,1-90,NO,<=60000,31,Hyundai,i20,43010,NO,,,,0,Azienda,SI,NO,1404,2405,3809
2024-12-08,2024,PR-24-19902,CL-24-119902,Filiale 4,Mercedes,VEND_Filiale4_02,Mercedes,NUOVO,2024-10-13,1,159,Showroom,53,1-90,NO,>60000,1379,Mercedes,Classe C,100067,NO,,,,0,Privato,SI,NO,490,5362,5852
2025-12-22,2025,PR-25-24460,CL-25-124460,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,USATO,2025-05-24,6,10000,Showroom,33,1-90,NO,<=60000,1438,Mercedes,Classe A,49784,SI,FINANZIAMENTO,FIN_AUTO_ONE,72.0,40171,Privato,SI,NO,1194,4367,5561
2024-04-06,2024,PR-24-19903,CL-24-119903,Filiale 6,MINI,VEND_Filiale6_01,MINI,NUOVO,2024-02-19,1,144,Showroom,17,1-90,NO,<=60000,520,BMW,Serie 1,32060,SI,LEASING,FIN_LEASE_GROUP,48.0,26465,Azienda,NO,NO,458,1428,1886
2025-10-01,2025,PR-25-24461,CL-25-124461,Filiale 1,BMW,VEND_Filiale1_01,BMW,USATO,2021-02-16,55,54080,Web,50,1-90,NO,<=60000,1293,BMW,Serie 1,42164,NO,,,,0,Privato,NO,NO,0,2941,2941
2024-02-04,2024,PR-24-19904,CL-24-119904,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,NUOVO,2024-02-01,0,89,Web,17,1-90,NO,>60000,2,Mercedes,GLC,79550,SI,RENTING,FIN_MOBILITY,48.0,58465,Privato,SI,SI,2269,4268,6537
2025-06-03,2025,PR-25-24462,CL-25-124462,Filiale 1,BMW,VEND_Filiale1_01,BMW,NUOVO,2025-05-09,0,170,Lead,44,1-90,NO,<=60000,459,BMW,X5,36401,NO,,,,0,Privato,NO,SI,1324,1263,2587
2024-01-19,2024,PR-24-19905,CL-24-119905,Filiale 1,BMW,VEND_Filiale1_07,MINI,KM0,2023-12-05,1,1957,Showroom,47,1-90,NO,<=60000,821,MINI,Cooper,30263,SI,LEASING,FIN_LEASE_GROUP,60.0,26176,Azienda,SI,SI,2782,607,3389
2025-04-13,2025,PR-25-24463,CL-25-124463,Filiale 7,KIA,VEND_Filiale7_01,KIA,USATO,2023-12-20,15,10000,Remarketing,79,1-90,NO,<=60000,1238,KIA,Stonic,48037,NO,,,,0,Privato,SI,NO,1608,3930,5538
2025-10-30,2025,PR-25-24464,CL-25-124464,Filiale 5,MINI,VEND_Filiale5_02,MINI,NUOVO,2025-10-21,0,88,Showroom,19,1-90,NO,<=60000,605,MINI,Cooper S,39774,NO,,,,0,Privato,NO,NO,0,1276,1276
2024-02-27,2024,PR-24-19906,CL-24-119906,Filiale 2,BMW,VEND_Filiale2_04,BMW,KM0,2023-11-08,3,2587,Web,29,1-90,NO,<=60000,934,BMW,Serie 3,28015,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,72.0,22274,Privato,SI,NO,1894,365,2259
2025-11-20,2025,PR-25-24465,CL-25-124465,Filiale 8,KIA,VEND_Filiale8_03,KIA,USATO,2025-03-04,8,10000,B2B,46,1-90,NO,<=60000,803,KIA,Stonic,38342,NO,,,,0,Azienda,NO,NO,0,3183,3183
2024-05-08,2024,PR-24-19907,CL-24-119907,Filiale 5,MINI,VEND_Filiale5_03,MINI,NUOVO,2024-03-28,1,189,Showroom,21,1-90,NO,<=60000,447,MINI,Cooper,41783,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,36.0,26300,Privato,SI,SI,2514,1873,4387
2024-07-08,2024,PR-24-19908,CL-24-119908,Filiale 2,BMW,VEND_Filiale2_01,BMW,USATO,2016-04-01,99,83534,B2B,9,1-90,NO,<=60000,864,BMW,Serie 3,29014,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,60.0,16883,Privato,NO,SI,1927,2435,4362
2025-09-04,2025,PR-25-24466,CL-25-124466,Filiale 3,Mercedes,VEND_Filiale3_01,Mercedes,NUOVO,2025-07-23,1,107,Lead,37,1-90,NO,<=60000,829,Mercedes,GLE,50488,NO,,,,0,Privato,SI,NO,1206,2391,3597
2025-03-24,2025,PR-25-24467,CL-25-124467,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,USATO,2019-04-21,70,76108,Lead,163,>=150,SI,<=60000,2041,Hyundai,Santa Fe,53364,NO,,,,0,Privato,SI,NO,911,3134,4045
2025-10-14,2025,PR-25-24468,CL-25-124468,Filiale 6,MINI,VEND_Filiale6_05,Hyundai,NUOVO,2025-10-01,0,105,Showroom,1,1-90,NO,>60000,1328,Hyundai,Kona,65836,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,44153,Privato,SI,SI,1574,3679,5253
2024-06-27,2024,PR-24-19909,CL-24-119909,Filiale 8,KIA,VEND_Filiale8_02,KIA,NUOVO,2024-05-17,1,128,B2B,37,1-90,NO,<=60000,20,KIA,Niro,51575,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,36.0,44474,Privato,SI,SI,1957,3305,5262
2024-01-14,2024,PR-24-19910,CL-24-119910,Filiale 6,MINI,VEND_Filiale6_04,Mercedes,NUOVO,2023-12-07,1,193,Showroom,27,1-90,NO,<=60000,196,KIA,Stonic,25126,NO,,,,0,Azienda,NO,NO,4,1290,1294
2024-06-01,2024,PR-24-19911,CL-24-119911,Filiale 8,KIA,VEND_Filiale8_03,KIA,NUOVO,2024-05-24,0,120,B2B,26,1-90,NO,>60000,10,KIA,Sorento,61815,SI,LEASING,FIN_LEASE_GROUP,36.0,34234,Privato,NO,NO,663,4164,4827
2024-10-17,2024,PR-24-19912,CL-24-119912,Filiale 6,MINI,VEND_Filiale6_01,MINI,USATO,2020-09-09,49,70275,Showroom,150,>=150,SI,<=60000,1328,MINI,Cooper,30542,NO,,,,0,Privato,SI,SI,2423,613,3036
2024-12-06,2024,PR-24-19913,CL-24-119913,Filiale 6,MINI,VEND_Filiale6_05,Hyundai,KM0,2024-09-16,2,1195,Showroom,33,1-90,NO,<=60000,1180,MINI,Countryman,48948,SI,RENTING,FIN_MOBILITY,48.0,42860,Azienda,SI,SI,2715,2178,4893
2025-06-08,2025,PR-25-24469,CL-25-124469,Filiale 1,BMW,VEND_Filiale1_05,BMW,NUOVO,2025-05-18,0,134,Showroom,22,1-90,NO,<=60000,200,BMW,Serie 1,49393,NO,,,,0,Azienda,NO,NO,0,2849,2849
2024-01-04,2024,PR-24-19914,CL-24-119914,Filiale 5,MINI,VEND_Filiale5_03,MINI,NUOVO,2023-12-16,0,97,Showroom,14,1-90,NO,<=60000,80,MINI,Cooper SE,25677,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,60.0,15466,Privato,NO,NO,596,2198,2794
2025-01-19,2025,PR-25-24470,CL-25-124470,Filiale 2,BMW,VEND_Filiale2_05,BMW,NUOVO,2024-12-06,1,141,Web,54,1-90,NO,>60000,793,BMW,X1,63246,SI,RENTING,FIN_MOBILITY,60.0,50877,Privato,NO,NO,551,3605,4156
2025-10-06,2025,PR-25-24471,CL-25-124471,Filiale 5,MINI,VEND_Filiale5_01,MINI,NUOVO,2025-09-19,0,143,Web,35,1-90,NO,<=60000,459,MINI,Clubman,29666,SI,MAXIRATA,FIN_AUTO_ONE,36.0,21750,Privato,NO,SI,1669,1102,2771
2025-06-05,2025,PR-25-24472,CL-25-124472,Filiale 2,BMW,VEND_Filiale2_01,BMW,USATO,2024-02-25,15,15672,B2B,180,>=150,SI,>60000,5012,BMW,X1,74248,NO,,,,0,Azienda,SI,SI,2363,2038,4401
2024-03-14,2024,PR-24-19915,CL-24-119915,Filiale 2,BMW,VEND_Filiale2_02,BMW,USATO,2023-03-15,11,19374,Showroom,112,90-150,NO,<=60000,1106,BMW,X5,51350,NO,,,,0,Privato,SI,NO,796,3968,4764
2024-04-04,2024,PR-24-19916,CL-24-119916,Filiale 2,BMW,VEND_Filiale2_03,BMW,NUOVO,2024-02-03,1,173,Lead,15,1-90,NO,<=60000,211,BMW,X3,52019,NO,,,,0,Privato,SI,NO,1455,2056,3511
2024-09-05,2024,PR-24-19917,CL-24-119917,Filiale 1,BMW,VEND_Filiale1_04,BMW,NUOVO,2024-07-11,1,162,Showroom,15,1-90,NO,<=60000,194,BMW,X1,48520,NO,,,,0,Azienda,NO,NO,2,2037,2039
2025-02-18,2025,PR-25-24473,CL-25-124473,Filiale 9,Hyundai,VEND_Filiale9_03,KIA,USATO,2024-04-30,9,10000,Web,78,1-90,NO,<=60000,681,KIA,Niro,35556,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,20327,Privato,SI,NO,1567,3142,4709
2025-09-22,2025,PR-25-24474,CL-25-124474,Filiale 1,BMW,VEND_Filiale1_06,BMW,KM0,2025-08-19,1,1246,Showroom,65,1-90,NO,<=60000,1250,BMW,Serie 3,35864,NO,,,,0,Privato,SI,NO,774,200,974
